description,deployed,phrase_count,doc_type,source,type,createdOn,enabled,matching,rollup,display_type,search_terms,effective_range,word_count,review,param_keys,banner_url,id,use_qec,confidence,groups,updatedOn,priority,param_values,field_name,_version_,sourceType,param_policies,name,surface_form,redirect_url,field_values
flip phones,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,flip phones,,,approved,,"<a href=""//www.verizonwireless.com/basic-phones/?intcmp=INT-SEA-NON-CS-flipphones-100815-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-flipphones-100815-DE-SR-LP-T"" search-banner=""flip phones""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-d-flip-phones-1x?$defaultscalejpg$' alt='?Shop basic phones?' title='?Shop basic phones?' style='width:100%'></a>",9b76a55e-92cf-4996-b66f-2d5fd189e200,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779875311621,,,flip-phones-desktop,,,
advanced calling,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,voice service,,,approved,,"<a href=""//www.verizonwireless.com/wcms/consumer/advanced-calling.html?intcmp=INT-SEA-NON-SE-advanced_calling-041115-DE-SR-PP-T"" campaign-code=""intcmp=INT-SEA-NON-SE-advanced_calling-041115-DE-SR-PP-T"" search-banner=""advanced calling""><img src='https://ss7.vzw.com/is/image/VerizonWireless/PHX-gw-search-hd-calling?$defaultScaleJPG$' alt='HD Voice and Video Calling.  Introducing a whole new way to experience calling on America's largest and most reliable 4G LTE network' title='HD Voice and Video Calling.  Introducing a whole new way to experience calling on America's largest and most reliable 4G LTE network' style='width:100%'></a>",9bf44b11-ebc2-496e-b0f9-b84cf8dfccd1,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779876360192,,,voice-service-desktop,,,
advanced calling,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,advanced calling,,,approved,,"<a href=""//www.verizonwireless.com/wcms/consumer/advanced-calling.html?intcmp=INT-SEA-NON-SE-advanced_calling-041115-DE-SR-PP-T"" campaign-code=""intcmp=INT-SEA-NON-SE-advanced_calling-041115-DE-SR-PP-T"" search-banner=""advanced calling""><img src='https://ss7.vzw.com/is/image/VerizonWireless/PHX-gw-search-hd-calling?$defaultScaleJPG$' alt='HD Voice and Video Calling.  Introducing a whole new way to experience calling on America's largest and most reliable 4G LTE network' title='HD Voice and Video Calling.  Introducing a whole new way to experience calling on America's largest and most reliable 4G LTE network' style='width:100%'></a>",9c3ed28b-f6e0-44c0-a878-edc9fc2642ba,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779876360193,,,advanced-calling-desktop,,,
global pricing international,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,japan,,,approved,,"<a href=""//www.verizonwireless.com/landingpages/international-travel/?intcmp=INT-SEA-NON-CS-global_pricing_international-053115-DE-SR-PP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-global_pricing_international-053115-DE-SR-PP-T"" search-banner=""global pricing international""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-banner-international-2x?$jpeg80$&scl=2' alt='INTERNATIONAL TRAVEL PLANS' title='INTERNATIONAL TRAVEL PLANS' style='width:100%'></a>",9c7d8db8-3b14-4a4e-ae65-9bd4918c3cdf,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779876360194,,,japan-desktop,,,
cancel - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,contract end,,,approved,,"<a href=""tel:18002228588?intcmp=INT-SEA-NON-WB-cancel-042415-MO-SR-LP-BO"" campaign-code=""intcmp=INT-SEA-NON-WB-cancel-042415-MO-SR-LP-BO"" search-banner=""cancel - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/PHX-gw-search-mobile-customer?$jpeg80$&scl=1' alt='We are not satisfied until you are.  Talk to us now 1-800-222-8588?' title='We are not satisfied until you are.  Talk to us now 1-800-222-8588?' style='width:100%'></a>",9cdbac31-f8fc-49d5-9629-0404108bfdfd,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779876360195,,,contract-end-mobile,,,
voicemail,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,voice mail,,,approved,,"<a href=""//www.verizonwireless.com/support/voice-mail-faqs/?intcmp=INT-SEA-NON-SE-voicemail-121514-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-voicemail-121514-DE-SR-SU-T"" search-banner=""voicemail""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-voicemail-082615?$jpeg80$&scl=1' alt='FAQs about VOICEMAIL' title='FAQs about VOICEMAIL' style='width:100%'></a>",9cf01e2a-70d2-4bd1-9b24-d12611738d66,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779876360196,,,voice-mail-desktop,,,
reconnect service,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,reconnect,,,approved,,"<a href=""https://www.verizonwireless.com/support/reconnect-service-faqs/?intcmp=INT-SEA-NON-SE-reconnect-091114-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-reconnect-091114-DE-SR-SU-T"" search-banner=""reconnect service""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-reconnect-d?$jpeg100$&scl=1' alt='My Verizon RECONNECT A DEVICE' title='My Verizon RECONNECT A DEVICE' style='width:100%'></a>",9d218175-823c-4b10-bb62-24bab6e645f7,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779876360197,,,reconnect-desktop,,,
global pricing international,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,travel,,,approved,,"<a href=""//www.verizonwireless.com/landingpages/international-travel/?intcmp=INT-SEA-NON-CS-global_pricing_international-053115-DE-SR-PP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-global_pricing_international-053115-DE-SR-PP-T"" search-banner=""global pricing international""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-banner-international-2x?$jpeg80$&scl=2' alt='INTERNATIONAL TRAVEL PLANS' title='INTERNATIONAL TRAVEL PLANS' style='width:100%'></a>",9d4c0f23-70c4-4c33-8734-f877bd0731ad,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779877408768,,,travel-desktop,,,
samsung support,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,illusion,,,approved,,"<a href=""//www.verizonwireless.com/support/samsung/?intcmp=INT-SEA-NON-SE-samsung-070215-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-samsung-070215-DE-SR-SU-T"" search-banner=""samsung support""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-samsung-082615-m?$jpeg80$&scl=1' alt='Samsung Support' title='Samsung Support' style='width:100%'></a>",9d4f93fa-6124-410a-a3f0-2098a788e4b4,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779877408769,,,illusion-desktop,,,
go90app,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,go 90,,,approved,,"<a href=""http://www.verizonwireless.com/landingpages/go90/?intcmp=INT-SEA-NON-CS-go90app-100115-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-go90app-100115-DE-SR-LP-T"" search-banner=""go90app""><img src='https://ss7.vzw.com/is/image/VerizonWireless/banner-search-go90-091015?$defaultScale$' alt='Get Go90 App' title='Get Go90 App' style='width:100%'></a>",9d59a25a-d6ad-4b30-a077-b5b4c64ef33b,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779877408770,,,go-90-desktop,,,
droid turbo support,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,turbo,,,approved,,"<a href=""//www.verizonwireless.com/support/motorola-droid-turbo/?intcmp=INT-SEA-NON-SE-droid_turbo-070215-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-droid_turbo-070215-DE-SR-SU-T"" search-banner=""droid turbo support""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-droid-turbo-d-110615?$jpeg100$&scl=1' alt='Droid Turbo Support' title='Droid Turbo Support' style='width:100%'></a>",9d77516b-0e52-4e77-98a9-5278bcf12302,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779877408771,,,turbo-desktop,,,
coverage - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,lte,,,approved,,"<a href=""//www.verizonwireless.com/landingpages/better-matters/?intcmp=INT-SEA-NON-SE-coverage-051614-MO-SR-LP-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-coverage-051614-MO-SR-LP-BO"" search-banner=""coverage - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/m-search-banner-coverage-2x?$jpeg80$&scl=1' alt='Coverage - Verizon's largest 4G LTE network' title='Coverage - Verizon's largest 4G LTE network' style='width:100%'></a>",9e96615f-ec57-4811-90fc-24d05fb1abd8,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779877408772,,,lte-mobile,,,
vz messages,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,texting,,,approved,,"<a href=""//www.verizonwireless.com/landingpages/verizon-messages/?intcmp=INT-SEA-NON-SE-vz_messages-10152015-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-SE-vz_messages-10152015-DE-SR-LP-T"" search-banner=""vz messages""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-vzmessage-082615-1?$defaultscalejpg$' alt='Seamless TEXTING. Synchronize your tests across multiple devices, even your computer, only on Verizon Messages' title='Seamless TEXTING. Synchronize your tests across multiple devices, even your computer, only on Verizon Messages' style='width:100%'></a>",9f740202-5f78-4344-94c6-a9d71adb4840,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779877408773,,,texting-desktop,,,
cancel,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,payout,,,approved,,"<a href=""//www.verizonwireless.com/wcms/myverizon/customer-retention.html?intcmp=INT-SEA-NON-WB-cancel-042415-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-WB-cancel-042415-DE-SR-LP-T"" search-banner=""cancel""><img src='https://ss7.vzw.com/is/image/VerizonWireless/PHX-gw-search-customer?$defaultScaleJPG$' alt='We are not satisfied until you are.  Talk to us now 1-800-222-8588' title='We are not satisfied until you are.  Talk to us now 1-800-222-8588' style='width:100%'></a>",9fc32ad1-a135-4b5e-b65a-092ce33e0fd0,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779878457344,,,payout-desktop,,,
applecare - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,ac,,,approved,,"<a href=""https://community.verizonwireless.com/mobile/mobile-access.jspa#jive-content?content=/api/core/v3/contents/2025118&intcmp=INT-SEA-NON-SE-applecare-070215-MO-SR-LP-BO"" campaign-code=""&intcmp=INT-SEA-NON-SE-applecare-070215-MO-SR-LP-BO"" search-banner=""applecare - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-applecare-m-110615?$jpeg100$&scl=1' alt='AppleCare' title='AppleCare' style='width:100%'></a>",a07d491d-1c9f-42ea-ad34-6e6885c51818,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779878457345,,,ac-mobile,,,
advanced calling,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,high definition voice,,,approved,,"<a href=""//www.verizonwireless.com/wcms/consumer/advanced-calling.html?intcmp=INT-SEA-NON-SE-advanced_calling-041115-DE-SR-PP-T"" campaign-code=""intcmp=INT-SEA-NON-SE-advanced_calling-041115-DE-SR-PP-T"" search-banner=""advanced calling""><img src='https://ss7.vzw.com/is/image/VerizonWireless/PHX-gw-search-hd-calling?$defaultScaleJPG$' alt='HD Voice and Video Calling.  Introducing a whole new way to experience calling on America's largest and most reliable 4G LTE network' title='HD Voice and Video Calling.  Introducing a whole new way to experience calling on America's largest and most reliable 4G LTE network' style='width:100%'></a>",a0f0e838-b49e-419d-81d0-d4585861e2c2,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779878457346,,,high-definition-voice-desktop,,,
kate spade,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,kate,,,approved,,"<a href=""//www.verizonwireless.com/accessories/kate-spade/?intcmp=INT-SEA-NON-CS-kate_spade-092214-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-kate_spade-092214-DE-SR-LP-T"" search-banner=""kate spade""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-katespade-d-110615?$jpeg100$&scl=1' alt='Kate Spade New York' title='Kate Spade New York' style='width:100%'></a>",a1c68dc8-3e9b-4c31-bdc3-262b44ee524f,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779878457347,,,kate-desktop,,,
discounted iphones,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,iPhone 5c,,,approved,,"<a href=""//www.verizonwireless.com/landingpages/iphone/?intcmp=INT-SEA-NON-CS-discountediphones-100815-DE-SR-LP-T#modern-classics"" campaign-code=""intcmp=INT-SEA-NON-CS-discountediphones-100815-DE-SR-LP-T#modern-classics"" search-banner=""discounted iphones""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-d-iphone-1x?$defaultscalejpg$' alt='Discounted iPhones' title='Discounted iPhones' style='width:100%'></a>",a257cf22-14c9-4d34-ae2f-e41df18e12ca,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779878457348,,,iPhone-5c-desktop,,,
samsung support - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,reality,,,approved,,"<a href=""//www.verizonwireless.com/support/samsung/?intcmp=INT-SEA-NON-SE-samsung-070215-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-samsung-070215-MO-SR-SU-BO"" search-banner=""samsung support - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-samsung-082615-m?$jpeg80$&scl=1' alt='Samsung Support' title='Samsung Support' style='width:100%'></a>",a2e725a4-fba5-4e5d-9e43-4d021983df7b,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779878457349,,,reality-mobile,,,
samsung gear s2 buy now,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,Gear2,,,approved,,"<a href=""//www.verizonwireless.com/accessories/smart-watches/samsung/?intcmp=INT-SEA-NON-CS-samsunggears2-110515-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-samsunggears2-110515-DE-SR-LP-T"" search-banner=""samsung gear s2 buy now""><img src='//ss7.vzw.com/is/image/VerizonWireless/gg-site-search-banner-samsung-gear-s2-d-10162015?$defaultScaleJPG$' alt='?Samsung Gear S2?' title='?Samsung Gear S2?' style='width:100%'></a>",a3bcc80e-6a7b-4791-91e6-28fdb88b4e0f,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779879505920,,,Gear2-desktop,,,
beats by dre,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,solo,,,approved,,"<a href=""//www.verizonwireless.com/accessories/beats/?intcmp=INT-SEA-NON-CS-beats_by_dre-011215-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-beats_by_dre-011215-DE-SR-LP-T"" search-banner=""beats by dre""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-beats-d-110415?$jpeg100$&scl=1' alt='Beats by Dre' title='Beats by Dre' style='width:100%'></a>",a3cc86eb-ea35-482f-b8c0-5382477a1d80,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779879505921,,,solo-desktop,,,
add a line,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,add device,,,approved,,"<a href=""//www.verizonwireless.com/support/add-new-device-faqs/?intcmp=INT-SEA-NON-CS-add_a_line-091114-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-add_a_line-091114-DE-SR-LP-T"" search-banner=""add a line""><img src='https://ss7.vzw.com/is/image/VerizonWireless/PHX-gw-search-add-a-line?$defaultScaleJPG$' alt='My Verizon ADD A LINE' title='My Verizon ADD A LINE' style='width:100%'></a>",a3fe54a2-f5a9-4ea5-b4de-c4a63c402f06,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779879505922,,,add-device-desktop,,,
deals,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,deals,,,approved,,"<a href=""//www.verizonwireless.com/deals-landing/?intcmp=INT-SEA-NON-CS-kidphones-100815-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-kidphones-100815-DE-SR-LP-T"" search-banner=""deals""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-d-deals-1x?$defaultscalejpg$' alt='Shop deals' title='Shop deals' style='width:100%'></a>",a456e41d-a392-45dc-aa22-a3ffbf47191a,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779879505923,,,deals-desktop,,,
samsung support,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,juke,,,approved,,"<a href=""//www.verizonwireless.com/support/samsung/?intcmp=INT-SEA-NON-SE-samsung-070215-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-samsung-070215-DE-SR-SU-T"" search-banner=""samsung support""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-samsung-082615-m?$jpeg80$&scl=1' alt='Samsung Support' title='Samsung Support' style='width:100%'></a>",a5b4dc79-cdaa-42b7-b55b-c0a148dc9dad,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779879505924,,,juke-desktop,,,
vz messages android - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,text,,,approved,,"<a href=""https://play.google.com/store/apps/details?id=com.verizon.messaging.vzmsgs&hl=en?intcmp=INT-SEA-NON-SE-vz_messages_android-101515-MO-SR-LP-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-vz_messages_android-101515-MO-SR-LP-BO"" search-banner=""vz messages android - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-vzmessage-082615-m?$jpeg80$&scl=1' alt='Verizon Wireless - VZ Messages' title='Verizon Wireless - VZ Messages' style='width:100%'></a>",a64fbe45-7457-4865-a001-018213d3e432,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779879505925,,,text-mobile,,,
ringtones,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,ring tones,,,approved,,"<a href=""//www.verizonwireless.com/mobile-living/tech-smarts/how-to-get-and-use-ringtones/?intcmp=INT-SEA-NON-SE-ringtones-032615-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-SE-ringtones-032615-DE-SR-LP-T"" search-banner=""ringtones""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-ringtones-d?$jpeg100$&scl=1' alt='Ringtones' title='Ringtones' style='width:100%'></a>",a801d39c-52a8-4a87-9c46-44474564c413,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779879505926,,,ring-tones-desktop,,,
global pricing international,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,europe,,,approved,,"<a href=""//www.verizonwireless.com/landingpages/international-travel/?intcmp=INT-SEA-NON-CS-global_pricing_international-053115-DE-SR-PP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-global_pricing_international-053115-DE-SR-PP-T"" search-banner=""global pricing international""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-banner-international-2x?$jpeg80$&scl=2' alt='INTERNATIONAL TRAVEL PLANS' title='INTERNATIONAL TRAVEL PLANS' style='width:100%'></a>",a89e495e-d49e-409a-bed1-ee1151cab1b1,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779880554496,,,europe-desktop,,,
apple support,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,apple,,,approved,,"<a href=""//www.verizonwireless.com/support/apple/?intcmp=INT-SEA-NON-SE-apple-070215-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-apple-070215-DE-SR-SU-T"" search-banner=""apple support""><img src='https://ss7.vzw.com/is/image/VerizonWireless/PHX-gw-search-apple?$defaultScaleJPG$' alt='Apple Support' title='Apple Support' style='width:100%'></a>",a8a96416-7fd7-4d4d-b7f3-5d25eb4838c6,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779880554497,,,apple-desktop,,,
vz messages,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,Skype,,,approved,,"<a href=""//www.verizonwireless.com/landingpages/verizon-messages/?intcmp=INT-SEA-NON-SE-vz_messages-10152015-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-SE-vz_messages-10152015-DE-SR-LP-T"" search-banner=""vz messages""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-vzmessage-082615-1?$defaultscalejpg$' alt='Seamless TEXTING. Synchronize your tests across multiple devices, even your computer, only on Verizon Messages' title='Seamless TEXTING. Synchronize your tests across multiple devices, even your computer, only on Verizon Messages' style='width:100%'></a>",a8ca9677-db3e-41ab-87e3-8f65030d1d4c,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779880554498,,,Skype-desktop,,,
ringtones,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,ringtones,,,approved,,"<a href=""//www.verizonwireless.com/mobile-living/tech-smarts/how-to-get-and-use-ringtones/?intcmp=INT-SEA-NON-SE-ringtones-032615-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-SE-ringtones-032615-DE-SR-LP-T"" search-banner=""ringtones""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-ringtones-d?$jpeg100$&scl=1' alt='Ringtones' title='Ringtones' style='width:100%'></a>",a8cdb2e4-5b3c-4fb4-8775-02cc88f1420b,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779880554499,,,ringtones-desktop,,,
